date,contract_preamble,volume,3.5,4.5,7.5,6.5,8.5,1,2.5,5.5,5,1.5,9.5,7,3.3,2.3,1.8,2.8,4.3,4.8,5.3,5.75,3.8,0.8,1.3
2022-04-10,ACPI-22,0,12.698560871256321,16.553870089459355,18.623103850641773,20.066122131466358,12.277453649682355,NA,NA,19.78088940749384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-10,ACPI-23,0,0.9236718004726783,0.9236718004726783,7.31832272682199,88.67249284537712,2.161840826855543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-10,ACPI-24,0,92.47091071212338,0.9340496031527614,NA,1.9247916689600513,NA,0.9340496031527614,0.9340496031527614,2.8021488094582843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-11,ACPI-22,248,9.637991561725014,17.13420722084447,19.27598312345003,20.769590002898646,12.707870355459649,NA,NA,20.47435773562219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-11,ACPI-23,0,0.9236718004726783,0.9236718004726783,7.31832272682199,88.67249284537712,2.161840826855543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-11,ACPI-24,0,92.47091071212338,0.9340496031527614,NA,1.9247916689600513,NA,0.9340496031527614,0.9340496031527614,2.8021488094582843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-12,ACPI-22,284,8.647360008669033,17.294720017338065,19.456560019505325,20.964158968385124,12.971040013003549,NA,NA,20.666160973098908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-12,ACPI-23,0,0.9236718004726783,0.9236718004726783,7.31832272682199,88.67249284537712,2.161840826855543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-12,ACPI-24,0,92.47091071212338,0.9340496031527614,NA,1.9247916689600513,NA,0.9340496031527614,0.9340496031527614,2.8021488094582843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-13,ACPI-22,36,8.647360008669033,17.294720017338065,19.456560019505325,20.964158968385124,12.971040013003549,NA,NA,20.666160973098908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-13,ACPI-23,0,0.9236718004726783,0.9236718004726783,7.31832272682199,88.67249284537712,2.161840826855543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-13,ACPI-24,0,92.47091071212338,0.9340496031527614,NA,1.9247916689600513,NA,0.9340496031527614,0.9340496031527614,2.8021488094582843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-14,ACPI-22,173,8.741852440159938,16.390973325299885,19.669167990359863,21.19324094867722,13.112778660239908,NA,NA,20.891986635263187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-14,ACPI-23,0,0.9236718004726783,0.9236718004726783,7.31832272682199,88.67249284537712,2.161840826855543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-14,ACPI-24,0,92.47091071212338,0.9340496031527614,NA,1.9247916689600513,NA,0.9340496031527614,0.9340496031527614,2.8021488094582843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-15,ACPI-22,0,8.741852440159938,16.390973325299885,19.669167990359863,21.19324094867722,13.112778660239908,NA,NA,20.891986635263187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-15,ACPI-23,0,0.9236718004726783,0.9236718004726783,7.31832272682199,88.67249284537712,2.161840826855543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-15,ACPI-24,0,92.47091071212338,0.9340496031527614,NA,1.9247916689600513,NA,0.9340496031527614,0.9340496031527614,2.8021488094582843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
