date,contract_preamble,expiry_date,mean,median,mode,skewness,kurtosis,variance
2022-03-29,ACPI-22,2023-01-11,6.168832675794847,6.5,6.5,-0.2658841065772315,-0.9956676122614692,2.2762646155393935
2022-03-29,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-03-29,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-03-30,ACPI-22,2023-01-11,6.122630701937096,6.5,6.5,-0.29798111319746196,-1.052410548728908,2.2882145054991043
2022-03-30,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-03-30,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-03-31,ACPI-22,2023-01-11,6.122630701937096,6.5,6.5,-0.29798111319746196,-1.052410548728908,2.2882145054991043
2022-03-31,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-03-31,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-01,ACPI-22,2023-01-11,6.122630701937096,6.5,6.5,-0.29798111319746196,-1.052410548728908,2.2882145054991043
2022-04-01,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-01,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-02,ACPI-22,2023-01-11,6.122630701937096,6.5,6.5,-0.29798111319746196,-1.052410548728908,2.2882145054991043
2022-04-02,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-02,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-03,ACPI-22,2023-01-11,6.122630701937096,6.5,6.5,-0.29798111319746196,-1.052410548728908,2.2882145054991043
2022-04-03,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-03,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-04,ACPI-22,2023-01-11,6.122630701937096,6.5,6.5,-0.29798111319746196,-1.052410548728908,2.2882145054991043
2022-04-04,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-04,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-05,ACPI-22,2023-01-11,6.095745034212451,6.5,5.5,-0.3221370812985532,-1.0003513114904288,2.205424664149426
2022-04-05,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-05,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-06,ACPI-22,2023-01-11,6.079436738975885,6.5,5.5,-0.32023843315356215,-1.0697748299655852,2.382201851747278
2022-04-06,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-06,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-07,ACPI-22,2023-01-11,5.9987795334236464,5.5,5.5,0.37334833602656037,-1.0956216673411951,2.4385923440182564
2022-04-07,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-07,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-08,ACPI-22,2023-01-11,6.021936989498251,6.5,6.5,-0.35633179164162143,-1.1135360728769474,2.451619118550097
2022-04-08,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-08,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-09,ACPI-22,2023-01-11,6.021936989498251,6.5,6.5,-0.35633179164162143,-1.1135360728769474,2.451619118550097
2022-04-09,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-09,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-10,ACPI-22,2023-01-11,6.021936989498251,6.5,6.5,-0.35633179164162143,-1.1135360728769474,2.451619118550097
2022-04-10,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-10,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-11,ACPI-22,2023-01-11,6.110349769718831,6.5,6.5,-0.30358774683141987,-1.0617861906504846,2.3067784502399706
2022-04-11,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-11,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-12,ACPI-22,2023-01-11,6.142009590117303,6.5,6.5,-0.28278105305956464,-1.0497999063742283,2.2619628783519383
2022-04-12,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-12,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-13,ACPI-22,2023-01-11,6.142009590117303,6.5,6.5,-0.28278105305956464,-1.0497999063742283,2.2619628783519383
2022-04-13,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-13,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-14,ACPI-22,2023-01-11,6.159952347044969,6.5,6.5,-0.2703205791106513,-1.0317030510231844,2.2568959390119914
2022-04-14,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-14,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-15,ACPI-22,2023-01-11,6.159952347044969,6.5,6.5,-0.2703205791106513,-1.0317030510231844,2.2568959390119914
2022-04-15,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-15,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-16,ACPI-22,2023-01-11,6.159952347044969,6.5,6.5,-0.2703205791106513,-1.0317030510231844,2.2568959390119914
2022-04-16,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-16,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-17,ACPI-22,2023-01-11,6.159952347044969,6.5,6.5,-0.2703205791106513,-1.0317030510231844,2.2568959390119914
2022-04-17,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-17,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-18,ACPI-22,2023-01-11,6.159952347044969,6.5,6.5,-0.2703205791106513,-1.0317030510231844,2.2568959390119914
2022-04-18,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-18,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-19,ACPI-22,2023-01-11,6.145997088791848,6.5,6.5,-0.2807017543859647,-1.0299832500464507,2.264201589511176
2022-04-19,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-19,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-20,ACPI-22,2023-01-11,6.150540570055695,6.5,6.5,-0.2807017543859646,-1.0063086767277092,2.2367292589470598
2022-04-20,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-20,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-21,ACPI-22,2023-01-11,6.150540570055695,6.5,6.5,-0.2807017543859646,-1.0063086767277092,2.2367292589470598
2022-04-21,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-21,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-22,ACPI-22,2023-01-11,6.150540570055695,6.5,6.5,-0.2807017543859646,-1.0063086767277092,2.2367292589470598
2022-04-22,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-22,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-23,ACPI-22,2023-01-11,6.150540570055695,6.5,6.5,-0.2807017543859646,-1.0063086767277092,2.2367292589470598
2022-04-23,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-23,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-24,ACPI-22,2023-01-11,6.184782608695652,6.5,6.5,-0.2566371681415928,-0.978973844772578,2.2158553875236295
2022-04-24,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-24,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-25,ACPI-22,2023-01-11,6.184782608695652,6.5,6.5,-0.2566371681415928,-0.978973844772578,2.2158553875236295
2022-04-25,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-25,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-26,ACPI-22,2023-01-11,6.184782608695652,6.5,6.5,-0.2566371681415928,-0.978973844772578,2.2158553875236295
2022-04-26,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-26,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-27,ACPI-22,2023-01-11,6.106741573033708,6.5,6.5,-0.32710280373831835,-0.9376591901420497,2.1037747759121324
2022-04-27,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-27,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-28,ACPI-22,2023-01-11,6.106741573033708,6.5,6.5,-0.32710280373831835,-0.9376591901420497,2.1037747759121324
2022-04-28,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-28,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-29,ACPI-22,2023-01-11,6.15934065934066,6.5,6.5,-0.279279279279279,-0.9650645873216073,2.1806545103248403
2022-04-29,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-29,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-04-30,ACPI-22,2023-01-11,6.15934065934066,6.5,6.5,-0.279279279279279,-0.9650645873216073,2.1806545103248403
2022-04-30,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-04-30,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-01,ACPI-22,2023-01-11,6.15934065934066,6.5,6.5,-0.279279279279279,-0.9650645873216073,2.1806545103248403
2022-05-01,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-01,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-02,ACPI-22,2023-01-11,6.15934065934066,6.5,6.5,-0.279279279279279,-0.9650645873216073,2.1806545103248403
2022-05-02,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-02,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-03,ACPI-22,2023-01-11,6.059089491736826,6.5,6.5,-0.346512007841856,-1.027265000409331,2.267296291856108
2022-05-03,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-03,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-04,ACPI-22,2023-01-11,5.684990390993045,5.5,3.5,0.1334259455182756,-1.2020553829326652,2.691551952747001
2022-05-04,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-04,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-05,ACPI-22,2023-01-11,5.895604395604396,5.5,5.5,0.3272727272727276,-0.918953889675783,2.1072334259147447
2022-05-05,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-05,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-06,ACPI-22,2023-01-11,5.895604395604396,5.5,5.5,0.3272727272727276,-0.918953889675783,2.1072334259147447
2022-05-06,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-06,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-07,ACPI-22,2023-01-11,5.895604395604396,5.5,5.5,0.3272727272727276,-0.918953889675783,2.1072334259147447
2022-05-07,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-07,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-08,ACPI-22,2023-01-11,5.895604395604396,5.5,5.5,0.3272727272727276,-0.918953889675783,2.1072334259147447
2022-05-08,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-08,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-09,ACPI-22,2023-01-11,5.836969880781171,5.5,5.5,0.28083977765438417,-0.9367435905799204,2.152342079298522
2022-05-09,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-09,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-10,ACPI-22,2023-01-11,5.864542211139058,5.5,5.5,0.30622863372640785,-0.9228709268521564,2.1125401718448362
2022-05-10,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-10,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-11,ACPI-22,2023-01-11,5.864542211139058,5.5,5.5,0.30622863372640785,-0.9228709268521564,2.1125401718448362
2022-05-11,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-11,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-12,ACPI-22,2023-01-11,5.880366380361249,5.5,5.5,0.32098237292456366,-0.9153258293961062,2.089010553439834
2022-05-12,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-12,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-13,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-13,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-13,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-14,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-14,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-14,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-15,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-15,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-15,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-16,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-16,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-16,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-17,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-17,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-17,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-18,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-18,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-18,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-19,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-19,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
2022-05-19,ACPI-24,2025-01-13,3.590435486179148,3.5,3.5,0.5803882089051415,14.126575263609212,0.3541977176843799
2022-05-20,ACPI-22,2023-01-11,5.892772923940649,5.5,5.5,0.33264436229749206,-0.9097032996799617,2.0702124998346654
2022-05-20,ACPI-23,2024-01-09,6.570236453781696,6.5,6.5,0.4319488570321541,14.455444948755357,0.27480103496406133
